date,open,high,low,close,volume
2013-02-12,1716.0999755859375,1716.0999755859375,1716.0999755859375,1716.0999755859375,0
2013-02-13,1728.5999755859375,1728.5999755859375,1728.5999755859375,1728.5999755859375,0
2013-02-14,1709.800048828125,1709.800048828125,1709.800048828125,1709.800048828125,0
2013-02-15,1676.5999755859375,1676.5999755859375,1676.5999755859375,1676.5999755859375,0
2013-02-19,1696.4000244140625,1696.4000244140625,1696.4000244140625,1696.4000244140625,2
2013-02-20,1665.300048828125,1676.300048828125,1646.0,1646.0,2
2013-02-21,1618.9000244140625,1618.9000244140625,1618.9000244140625,1618.9000244140625,0
2013-02-22,1606.300048828125,1606.300048828125,1606.300048828125,1606.300048828125,0
2013-02-25,1619.5999755859375,1619.5999755859375,1619.5999755859375,1619.5999755859375,0
2013-02-26,1665.0,1665.0,1615.4000244140625,1615.4000244140625,14
2013-02-27,1606.0,1606.0,1599.0,1599.0,4
2013-02-28,1582.4000244140625,1582.4000244140625,1582.4000244140625,1582.4000244140625,0
2013-03-01,1571.0,1571.5,1571.0,1571.5,2
2013-03-04,1564.199951171875,1564.199951171875,1564.199951171875,1564.199951171875,0
2013-03-05,1583.699951171875,1583.699951171875,1583.699951171875,1583.699951171875,0
2013-03-06,1577.800048828125,1577.800048828125,1577.800048828125,1577.800048828125,0
2013-03-07,1593.0999755859375,1593.0999755859375,1593.0999755859375,1593.0999755859375,0
2013-03-08,1601.9000244140625,1601.9000244140625,1601.9000244140625,1601.9000244140625,0
2013-03-11,1599.199951171875,1599.199951171875,1599.199951171875,1599.199951171875,0
2013-03-12,1593.0,1593.0,1593.0,1593.0,0
2013-03-13,1591.0999755859375,1591.0999755859375,1591.0999755859375,1591.0999755859375,0
2013-03-14,1587.800048828125,1587.800048828125,1587.800048828125,1587.800048828125,0
2013-03-15,1591.4000244140625,1591.4000244140625,1591.4000244140625,1591.4000244140625,0
2013-03-18,1578.199951171875,1578.199951171875,1578.199951171875,1578.199951171875,0
2013-03-19,1554.4000244140625,1554.4000244140625,1554.4000244140625,1554.4000244140625,0
2013-03-20,1581.5,1581.5,1581.5,1581.5,0
2013-03-21,1579.0999755859375,1579.0999755859375,1579.0999755859375,1579.0999755859375,0
2013-03-22,1580.699951171875,1580.699951171875,1580.699951171875,1580.699951171875,2
2013-03-25,1582.4000244140625,1582.4000244140625,1582.4000244140625,1582.4000244140625,0
2013-03-26,1566.0,1566.0,1566.0,1566.0,13957
2013-03-27,1571.5999755859375,1583.300048828125,1567.699951171875,1579.800048828125,4842
2013-03-28,1580.800048828125,1586.9000244140625,1559.300048828125,1571.199951171875,587
2013-04-01,1571.199951171875,1601.300048828125,1568.699951171875,1596.4000244140625,88
2013-04-02,1594.800048828125,1595.800048828125,1571.800048828125,1571.800048828125,75
2013-04-03,1562.199951171875,1574.199951171875,1535.5,1539.800048828125,112
2013-04-04,1526.300048828125,1531.699951171875,1516.0999755859375,1516.699951171875,134
2013-04-05,1528.9000244140625,1539.4000244140625,1528.9000244140625,1534.4000244140625,58
2013-04-08,1535.9000244140625,1537.699951171875,1535.9000244140625,1535.9000244140625,1
2013-04-09,1552.0,1553.300048828125,1552.0,1552.0,1
2013-04-10,1533.5999755859375,1536.699951171875,1529.199951171875,1529.199951171875,4
2013-04-11,1525.0,1535.199951171875,1520.0,1535.199951171875,34
2013-04-12,1518.0999755859375,1520.0999755859375,1492.300048828125,1495.300048828125,5
2013-04-15,1430.800048828125,1430.800048828125,1424.199951171875,1424.199951171875,6
2013-04-16,1416.0,1450.0,1411.5999755859375,1450.0,9
2013-04-17,1434.800048828125,1434.800048828125,1434.800048828125,1434.800048828125,2
2013-04-18,1436.0,1436.0,1422.800048828125,1428.4000244140625,12
2013-04-19,1440.699951171875,1440.699951171875,1423.300048828125,1423.300048828125,1
2013-04-22,1427.199951171875,1437.800048828125,1427.199951171875,1435.800048828125,4
2013-04-23,1416.800048828125,1416.800048828125,1416.800048828125,1416.800048828125,0
2013-04-24,1429.800048828125,1429.800048828125,1429.800048828125,1429.800048828125,0
2013-04-25,1462.800048828125,1468.9000244140625,1462.800048828125,1462.800048828125,3
2013-04-26,1475.199951171875,1475.199951171875,1475.199951171875,1475.199951171875,3
2013-04-29,1505.5999755859375,1525.0,1505.199951171875,1505.5999755859375,6
2013-04-30,1505.4000244140625,1505.4000244140625,1505.4000244140625,1505.4000244140625,0
2013-05-01,1468.699951171875,1468.699951171875,1468.699951171875,1468.699951171875,0
2013-05-02,1500.699951171875,1500.699951171875,1500.699951171875,1500.699951171875,0
2013-05-03,1501.699951171875,1501.699951171875,1501.699951171875,1501.699951171875,0
2013-05-06,1508.199951171875,1508.199951171875,1508.199951171875,1508.199951171875,0
2013-05-07,1481.699951171875,1481.699951171875,1481.699951171875,1481.699951171875,0
2013-05-08,1505.4000244140625,1505.4000244140625,1505.4000244140625,1505.4000244140625,0
2013-05-09,1516.5,1516.5,1516.5,1516.5,0
2013-05-10,1486.0,1486.0,1486.0,1486.0,1
2013-05-13,1484.5,1484.5,1484.5,1484.5,0
2013-05-14,1501.9000244140625,1501.9000244140625,1501.9000244140625,1501.9000244140625,0
2013-05-15,1490.699951171875,1490.699951171875,1490.699951171875,1490.699951171875,0
2013-05-16,1485.5999755859375,1485.5999755859375,1485.5999755859375,1485.5999755859375,0
2013-05-17,1468.0,1468.0,1468.0,1468.0,0
2013-05-20,1484.5999755859375,1484.5999755859375,1484.5999755859375,1484.5999755859375,0
2013-05-21,1458.4000244140625,1458.4000244140625,1458.4000244140625,1458.4000244140625,0
2013-05-22,1469.199951171875,1469.199951171875,1469.199951171875,1469.199951171875,0
2013-05-23,1457.199951171875,1457.199951171875,1457.199951171875,1457.199951171875,0
2013-05-24,1451.9000244140625,1451.9000244140625,1451.9000244140625,1451.9000244140625,0
2013-05-28,1460.5999755859375,1460.5999755859375,1460.5999755859375,1460.5999755859375,0
2013-05-29,1451.800048828125,1451.800048828125,1451.800048828125,1451.800048828125,1
2013-05-30,1481.5,1481.5,1481.5,1481.5,1
2013-05-31,1460.5999755859375,1460.5999755859375,1460.5999755859375,1460.5999755859375,0
2013-06-03,1496.199951171875,1496.199951171875,1496.199951171875,1496.199951171875,0
2013-06-04,1493.0,1493.0,1489.9000244140625,1489.9000244140625,2
2013-06-05,1509.4000244140625,1509.4000244140625,1509.4000244140625,1509.4000244140625,1
2013-06-06,1508.5999755859375,1528.0999755859375,1497.0,1528.0999755859375,4
2013-06-07,1501.4000244140625,1501.4000244140625,1501.4000244140625,1501.4000244140625,0
2013-06-10,1511.699951171875,1511.699951171875,1505.699951171875,1505.699951171875,1
2013-06-11,1479.0,1479.0,1479.0,1479.0,0
2013-06-12,1481.4000244140625,1481.4000244140625,1481.4000244140625,1481.4000244140625,0
2013-06-13,1416.0999755859375,1446.199951171875,1416.0999755859375,1446.199951171875,1
2013-06-14,1446.5,1446.5,1446.5,1446.5,0
2013-06-17,1434.0999755859375,1434.0999755859375,1434.0999755859375,1434.0999755859375,0
2013-06-18,1439.4000244140625,1439.4000244140625,1439.4000244140625,1439.4000244140625,0
2013-06-19,1423.199951171875,1423.199951171875,1423.199951171875,1423.199951171875,0
2013-06-20,1363.0999755859375,1363.0999755859375,1363.0999755859375,1363.0999755859375,0
2013-06-21,1362.5,1362.5,1362.5,1362.5,40
2013-06-24,1387.4000244140625,1387.4000244140625,1322.0999755859375,1328.0999755859375,25
2013-06-25,1350.0,1350.0,1350.0,1350.0,0
2013-06-26,1303.699951171875,1303.699951171875,1303.699951171875,1303.699951171875,16338
2013-06-27,1301.5,1329.0,1301.199951171875,1325.199951171875,5052
2013-06-28,1314.0,1337.800048828125,1295.4000244140625,1336.9000244140625,279
2013-07-01,1338.5999755859375,1383.4000244140625,1332.9000244140625,1379.199951171875,230
2013-07-02,1380.0,1383.300048828125,1366.300048828125,1366.300048828125,110
2013-07-03,1363.0,1369.5,1345.300048828125,1345.300048828125,32
2013-07-05,1324.4000244140625,1324.9000244140625,1324.4000244140625,1324.9000244140625,4
2013-07-08,1332.5999755859375,1360.5,1332.5999755859375,1360.5,5
2013-07-09,1372.800048828125,1376.4000244140625,1367.0999755859375,1367.0999755859375,21
2013-07-10,1368.199951171875,1390.0999755859375,1368.0999755859375,1368.0999755859375,12
2013-07-11,1412.199951171875,1426.5,1400.0,1421.0999755859375,56
2013-07-12,1415.0,1415.0,1409.5999755859375,1409.5999755859375,7
2013-07-15,1421.800048828125,1423.0,1421.800048828125,1422.5,11
2013-07-16,1412.800048828125,1431.199951171875,1412.800048828125,1426.0999755859375,20
2013-07-17,1411.5999755859375,1411.5999755859375,1411.5999755859375,1411.5999755859375,0
2013-07-18,1413.300048828125,1413.300048828125,1413.300048828125,1413.300048828125,0
2013-07-19,1429.699951171875,1429.699951171875,1429.699951171875,1429.699951171875,8
2013-07-22,1447.0,1447.0,1447.0,1447.0,56
2013-07-23,1442.0999755859375,1442.0999755859375,1442.0999755859375,1442.0999755859375,0
2013-07-24,1455.199951171875,1455.199951171875,1455.199951171875,1455.199951171875,108
2013-07-25,1447.0,1447.0,1447.0,1447.0,15
2013-07-26,1462.0,1462.0,1421.9000244140625,1421.9000244140625,11
2013-07-29,1441.800048828125,1441.800048828125,1441.800048828125,1441.800048828125,1
2013-07-30,1436.5999755859375,1436.5999755859375,1436.5999755859375,1436.5999755859375,0
2013-07-31,1428.4000244140625,1428.4000244140625,1428.4000244140625,1428.4000244140625,0
2013-08-01,1442.9000244140625,1442.9000244140625,1442.9000244140625,1442.9000244140625,0
2013-08-02,1450.5999755859375,1450.5999755859375,1450.5999755859375,1450.5999755859375,0
2013-08-05,1447.199951171875,1447.199951171875,1447.199951171875,1447.199951171875,0
2013-08-06,1426.9000244140625,1426.9000244140625,1426.9000244140625,1426.9000244140625,0
2013-08-07,1437.4000244140625,1437.4000244140625,1437.4000244140625,1437.4000244140625,0
2013-08-08,1490.699951171875,1490.699951171875,1490.699951171875,1490.699951171875,0
2013-08-09,1499.699951171875,1499.699951171875,1499.699951171875,1499.699951171875,0
2013-08-12,1497.800048828125,1497.800048828125,1497.800048828125,1497.800048828125,0
2013-08-13,1498.800048828125,1498.800048828125,1498.800048828125,1498.800048828125,0
2013-08-14,1504.300048828125,1504.300048828125,1504.300048828125,1504.300048828125,0
2013-08-15,1531.4000244140625,1531.4000244140625,1531.4000244140625,1531.4000244140625,0
2013-08-16,1526.699951171875,1526.699951171875,1526.699951171875,1526.699951171875,0
2013-08-19,1508.0999755859375,1508.0999755859375,1508.0999755859375,1508.0999755859375,0
2013-08-20,1524.5999755859375,1524.5999755859375,1524.5999755859375,1524.5999755859375,0
2013-08-21,1518.199951171875,1518.199951171875,1518.199951171875,1518.199951171875,0
2013-08-22,1539.199951171875,1539.199951171875,1539.199951171875,1539.199951171875,0
2013-08-23,1540.699951171875,1540.699951171875,1540.699951171875,1540.699951171875,0
2013-08-26,1543.5999755859375,1543.5999755859375,1543.5999755859375,1543.5999755859375,0
2013-08-27,1531.199951171875,1531.199951171875,1531.199951171875,1531.199951171875,0
2013-08-28,1539.199951171875,1539.199951171875,1539.199951171875,1539.199951171875,0
2013-08-29,1521.5,1521.5,1521.5,1521.5,0
2013-08-30,1526.199951171875,1526.199951171875,1526.199951171875,1526.199951171875,0
2013-09-03,1537.300048828125,1537.300048828125,1537.300048828125,1537.300048828125,0
2013-09-04,1493.800048828125,1493.800048828125,1493.800048828125,1493.800048828125,0
2013-09-05,1481.199951171875,1481.199951171875,1481.199951171875,1481.199951171875,0
2013-09-06,1494.800048828125,1494.800048828125,1494.800048828125,1494.800048828125,0
2013-09-09,1482.0999755859375,1482.0999755859375,1482.0999755859375,1482.0999755859375,0
2013-09-10,1473.199951171875,1473.199951171875,1473.199951171875,1473.199951171875,0
2013-09-11,1477.9000244140625,1477.9000244140625,1472.5999755859375,1472.5999755859375,1
2013-09-12,1441.800048828125,1441.800048828125,1441.800048828125,1441.800048828125,0
2013-09-13,1443.5999755859375,1443.5999755859375,1443.5999755859375,1443.5999755859375,0
2013-09-16,1440.5999755859375,1440.5999755859375,1440.5999755859375,1440.5999755859375,0
2013-09-17,1421.800048828125,1421.800048828125,1421.800048828125,1421.800048828125,0
2013-09-18,1424.5999755859375,1424.5999755859375,1424.5999755859375,1424.5999755859375,0
2013-09-19,1482.0999755859375,1482.0999755859375,1472.4000244140625,1472.4000244140625,1
2013-09-20,1432.0999755859375,1432.0999755859375,1432.0999755859375,1432.0999755859375,0
2013-09-23,1425.4000244140625,1425.4000244140625,1425.4000244140625,1425.4000244140625,0
2013-09-24,1425.4000244140625,1425.4000244140625,1418.300048828125,1418.300048828125,0
2013-09-25,1428.300048828125,1428.300048828125,1428.300048828125,1428.300048828125,0
2013-09-26,1410.199951171875,1410.199951171875,1410.199951171875,1410.199951171875,13208
2013-09-27,1408.800048828125,1421.0,1396.800048828125,1414.9000244140625,6436
2013-09-30,1421.9000244140625,1430.9000244140625,1399.199951171875,1408.0999755859375,1008
2013-10-01,1395.0,1410.5,1373.0,1381.699951171875,529
2013-10-02,1380.4000244140625,1395.4000244140625,1378.5,1389.800048828125,149
2013-10-03,1380.699951171875,1380.699951171875,1366.0,1369.5,46
2013-10-04,1376.0999755859375,1387.699951171875,1376.0999755859375,1384.699951171875,33
2013-10-07,1385.0999755859375,1400.4000244140625,1384.199951171875,1398.5999755859375,59
2013-10-08,1398.9000244140625,1405.0,1398.5,1400.199951171875,47
2013-10-09,1381.800048828125,1381.800048828125,1379.300048828125,1379.5,39
2013-10-10,1381.300048828125,1394.0,1381.300048828125,1392.300048828125,30
2013-10-11,1382.300048828125,1385.199951171875,1372.0,1372.0,9
2013-10-14,1372.699951171875,1380.5999755859375,1372.699951171875,1380.5999755859375,7
2013-10-15,1380.4000244140625,1380.4000244140625,1380.4000244140625,1380.4000244140625,8
2013-10-16,1395.199951171875,1395.199951171875,1395.199951171875,1395.199951171875,9
2013-10-17,1427.199951171875,1431.9000244140625,1427.199951171875,1431.9000244140625,19
2013-10-18,1434.800048828125,1435.4000244140625,1434.800048828125,1434.800048828125,3
2013-10-21,1431.300048828125,1439.199951171875,1431.300048828125,1435.699951171875,5
2013-10-22,1433.9000244140625,1447.800048828125,1433.9000244140625,1447.800048828125,146
2013-10-23,1436.699951171875,1436.699951171875,1436.699951171875,1436.699951171875,10
2013-10-24,1453.300048828125,1453.300048828125,1453.300048828125,1453.300048828125,0
2013-10-25,1452.199951171875,1452.5,1451.699951171875,1452.5,4
2013-10-28,1458.9000244140625,1470.0999755859375,1458.9000244140625,1470.0999755859375,6
2013-10-29,1465.300048828125,1465.300048828125,1459.0999755859375,1459.0999755859375,9
2013-10-30,1477.4000244140625,1477.4000244140625,1477.4000244140625,1477.4000244140625,0
2013-10-31,1445.9000244140625,1445.9000244140625,1445.9000244140625,1445.9000244140625,3
2013-11-01,1449.4000244140625,1449.4000244140625,1449.4000244140625,1449.4000244140625,0
2013-11-04,1453.9000244140625,1453.9000244140625,1453.9000244140625,1453.9000244140625,0
2013-11-05,1447.699951171875,1447.699951171875,1447.699951171875,1447.699951171875,0
2013-11-06,1465.5999755859375,1465.5999755859375,1465.5999755859375,1465.5999755859375,0
2013-11-07,1455.0,1455.0,1455.0,1455.0,0
2013-11-08,1441.0999755859375,1441.0999755859375,1441.0999755859375,1441.0999755859375,0
2013-11-11,1430.5999755859375,1430.5999755859375,1430.5999755859375,1430.5999755859375,0
2013-11-12,1437.800048828125,1437.800048828125,1437.800048828125,1437.800048828125,0
2013-11-13,1430.199951171875,1430.199951171875,1430.199951171875,1430.199951171875,0
2013-11-14,1442.300048828125,1442.300048828125,1442.300048828125,1442.300048828125,0
2013-11-15,1437.0999755859375,1437.0999755859375,1437.0999755859375,1437.0999755859375,0
2013-11-18,1409.199951171875,1409.199951171875,1409.199951171875,1409.199951171875,0
2013-11-19,1418.0999755859375,1418.0999755859375,1418.0999755859375,1418.0999755859375,0
2013-11-20,1397.800048828125,1397.800048828125,1397.800048828125,1397.800048828125,0
2013-11-21,1389.9000244140625,1389.9000244140625,1389.9000244140625,1389.9000244140625,0
2013-11-22,1380.9000244140625,1380.9000244140625,1380.9000244140625,1380.9000244140625,0
2013-11-25,1376.0,1376.0,1376.0,1376.0,0
2013-11-26,1370.4000244140625,1370.4000244140625,1370.4000244140625,1370.4000244140625,2
2013-11-27,1351.199951171875,1351.199951171875,1351.199951171875,1351.199951171875,0
2013-11-29,1367.9000244140625,1367.9000244140625,1367.9000244140625,1367.9000244140625,1
2013-12-02,1345.9000244140625,1345.9000244140625,1345.9000244140625,1345.9000244140625,0
2013-12-03,1354.9000244140625,1354.9000244140625,1354.9000244140625,1354.9000244140625,0
2013-12-04,1375.0999755859375,1375.0999755859375,1375.0999755859375,1375.0999755859375,0
2013-12-05,1362.5999755859375,1362.5999755859375,1362.5999755859375,1362.5999755859375,0
2013-12-06,1355.4000244140625,1355.4000244140625,1355.4000244140625,1355.4000244140625,0
2013-12-09,1367.5999755859375,1367.5999755859375,1367.5999755859375,1367.5999755859375,0
2013-12-10,1387.800048828125,1387.800048828125,1387.800048828125,1387.800048828125,0
2013-12-11,1384.300048828125,1384.300048828125,1384.300048828125,1384.300048828125,0
2013-12-12,1363.5,1363.5,1363.5,1363.5,0
2013-12-13,1362.0,1362.0,1362.0,1362.0,0
2013-12-16,1359.199951171875,1359.199951171875,1359.199951171875,1359.199951171875,0
2013-12-17,1343.699951171875,1343.699951171875,1343.699951171875,1343.699951171875,0
2013-12-18,1342.199951171875,1342.199951171875,1342.199951171875,1342.199951171875,0
2013-12-19,1318.0,1318.0,1318.0,1318.0,0
2013-12-20,1331.9000244140625,1331.9000244140625,1331.9000244140625,1331.9000244140625,0
2013-12-23,1327.300048828125,1327.300048828125,1327.300048828125,1327.300048828125,0
2013-12-24,1336.4000244140625,1336.4000244140625,1336.4000244140625,1336.4000244140625,0
2013-12-26,1362.5999755859375,1362.5999755859375,1362.5999755859375,1362.5999755859375,0
2013-12-27,1375.9000244140625,1375.9000244140625,1375.9000244140625,1375.9000244140625,9333
2013-12-30,1377.0,1377.300048828125,1355.699951171875,1364.0,2201
2013-12-31,1355.9000244140625,1371.0999755859375,1349.0,1371.0999755859375,702
2014-01-02,1376.0999755859375,1405.5999755859375,1376.0999755859375,1401.9000244140625,111
2014-01-03,1398.699951171875,1414.4000244140625,1398.699951171875,1411.5,40
2014-01-06,1399.300048828125,1414.800048828125,1397.300048828125,1413.699951171875,23
2014-01-07,1409.0999755859375,1413.5,1409.0999755859375,1412.699951171875,20
2014-01-08,1410.699951171875,1416.300048828125,1404.0,1412.199951171875,35
2014-01-09,1414.4000244140625,1417.699951171875,1412.5999755859375,1417.699951171875,16
2014-01-10,1416.9000244140625,1434.699951171875,1416.9000244140625,1434.699951171875,16
2014-01-13,1435.199951171875,1443.300048828125,1435.199951171875,1441.9000244140625,47
2014-01-14,1441.0999755859375,1441.0999755859375,1425.0999755859375,1431.9000244140625,9
2014-01-15,1420.199951171875,1427.0999755859375,1413.0,1427.0999755859375,19
2014-01-16,1426.199951171875,1430.0,1420.800048828125,1430.0,4
2014-01-17,1452.5999755859375,1452.5999755859375,1452.5999755859375,1452.5999755859375,0
2014-01-21,1453.0999755859375,1453.0999755859375,1442.0,1452.0,27
2014-01-22,1460.9000244140625,1460.9000244140625,1460.9000244140625,1460.9000244140625,0
2014-01-23,1457.9000244140625,1461.699951171875,1457.9000244140625,1461.699951171875,5
2014-01-24,1430.199951171875,1430.199951171875,1427.0999755859375,1427.0999755859375,1
2014-01-27,1423.800048828125,1424.300048828125,1415.9000244140625,1419.4000244140625,60
2014-01-28,1415.0,1415.0,1406.5,1407.699951171875,13
2014-01-29,1407.199951171875,1415.800048828125,1406.4000244140625,1406.4000244140625,0
2014-01-30,1380.699951171875,1380.699951171875,1380.699951171875,1380.699951171875,0
2014-01-31,1374.0999755859375,1374.0999755859375,1374.0999755859375,1374.0999755859375,0
2014-02-03,1385.0,1385.0,1385.0,1385.0,0
2014-02-04,1371.800048828125,1371.800048828125,1371.800048828125,1371.800048828125,0
2014-02-05,1377.699951171875,1377.699951171875,1377.699951171875,1377.699951171875,0
2014-02-06,1373.300048828125,1373.300048828125,1373.300048828125,1373.300048828125,0
2014-02-07,1377.5999755859375,1377.5999755859375,1377.5999755859375,1377.5999755859375,0
2014-02-10,1384.300048828125,1384.300048828125,1384.300048828125,1384.300048828125,0
2014-02-11,1386.199951171875,1386.199951171875,1386.199951171875,1386.199951171875,0
2014-02-12,1405.699951171875,1405.699951171875,1405.699951171875,1405.699951171875,0
2014-02-13,1415.0,1415.0,1415.0,1415.0,0
2014-02-14,1428.5,1428.5,1428.5,1428.5,0
2014-02-18,1422.9000244140625,1422.9000244140625,1422.9000244140625,1422.9000244140625,0
2014-02-19,1422.9000244140625,1422.9000244140625,1422.9000244140625,1422.9000244140625,0
2014-02-20,1410.9000244140625,1410.9000244140625,1410.9000244140625,1410.9000244140625,0
2014-02-21,1426.300048828125,1426.300048828125,1426.300048828125,1426.300048828125,0
2014-02-24,1440.199951171875,1440.199951171875,1440.199951171875,1440.199951171875,0
2014-02-25,1441.699951171875,1441.699951171875,1441.699951171875,1441.699951171875,0
2014-02-26,1428.199951171875,1428.199951171875,1428.199951171875,1428.199951171875,0
2014-02-27,1452.800048828125,1452.800048828125,1452.800048828125,1452.800048828125,0
2014-02-28,1446.199951171875,1446.199951171875,1446.199951171875,1446.199951171875,0
2014-03-03,1460.0999755859375,1460.0999755859375,1460.0999755859375,1460.0999755859375,0
2014-03-04,1463.5,1463.5,1463.5,1463.5,0
2014-03-05,1476.0,1476.0,1476.0,1476.0,0
2014-03-06,1486.199951171875,1486.199951171875,1486.199951171875,1486.199951171875,0
2014-03-07,1483.0,1483.0,1483.0,1483.0,0
2014-03-10,1476.5999755859375,1476.5999755859375,1476.5999755859375,1476.5999755859375,0
2014-03-11,1464.0,1464.0,1464.0,1464.0,0
2014-03-12,1475.699951171875,1475.699951171875,1475.699951171875,1475.699951171875,0
2014-03-13,1478.800048828125,1478.800048828125,1478.800048828125,1478.800048828125,0
2014-03-14,1469.0,1469.0,1469.0,1469.0,0
2014-03-17,1467.800048828125,1467.800048828125,1467.800048828125,1467.800048828125,0
2014-03-18,1461.199951171875,1461.199951171875,1461.199951171875,1461.199951171875,0
2014-03-19,1451.199951171875,1451.199951171875,1451.199951171875,1451.199951171875,0
2014-03-20,1434.300048828125,1434.300048828125,1434.300048828125,1434.300048828125,0
2014-03-21,1435.5,1435.5,1435.5,1435.5,0
2014-03-24,1430.699951171875,1430.699951171875,1430.699951171875,1430.699951171875,0
2014-03-25,1436.800048828125,1441.0,1420.4000244140625,1420.4000244140625,26
2014-03-26,1406.0,1406.0,1406.0,1406.0,0
2014-03-27,1396.699951171875,1396.699951171875,1396.699951171875,1396.699951171875,12662
2014-03-28,1401.4000244140625,1410.800048828125,1399.199951171875,1404.699951171875,4692
2014-03-31,1409.9000244140625,1424.4000244140625,1409.9000244140625,1418.5,494
2014-04-01,1418.5,1433.699951171875,1415.9000244140625,1428.0,76
2014-04-02,1428.0,1437.0999755859375,1427.0999755859375,1437.0999755859375,59
2014-04-03,1441.0999755859375,1443.800048828125,1439.5,1443.800048828125,22
2014-04-04,1441.5999755859375,1449.4000244140625,1440.0,1449.4000244140625,16
2014-04-07,1435.0999755859375,1435.800048828125,1426.300048828125,1426.300048828125,17
2014-04-08,1426.800048828125,1441.199951171875,1426.800048828125,1439.800048828125,27
2014-04-09,1439.300048828125,1442.199951171875,1435.0,1437.0,9
2014-04-10,1460.9000244140625,1460.9000244140625,1458.0,1458.4000244140625,5
2014-04-11,1461.5999755859375,1461.5999755859375,1457.0999755859375,1461.5999755859375,322
2014-04-14,1468.300048828125,1468.300048828125,1466.0999755859375,1466.800048828125,53
2014-04-15,1465.9000244140625,1465.9000244140625,1444.0999755859375,1444.0999755859375,8
2014-04-16,1442.0999755859375,1442.0999755859375,1437.199951171875,1437.199951171875,2
2014-04-17,1428.0999755859375,1428.0999755859375,1413.0999755859375,1428.0999755859375,23
2014-04-21,1400.0,1400.0,1400.0,1400.0,2
2014-04-22,1400.0,1400.4000244140625,1399.5999755859375,1399.5999755859375,5
2014-04-23,1401.0,1403.199951171875,1400.300048828125,1403.199951171875,7
2014-04-24,1411.9000244140625,1411.9000244140625,1407.300048828125,1408.0999755859375,3
2014-04-25,1422.800048828125,1422.800048828125,1422.800048828125,1422.800048828125,0
2014-04-28,1417.5,1418.199951171875,1417.5,1418.199951171875,0
2014-04-29,1405.0999755859375,1430.0999755859375,1405.0999755859375,1430.0999755859375,1
2014-04-30,1426.5999755859375,1426.5999755859375,1426.5999755859375,1426.5999755859375,0
2014-05-01,1426.199951171875,1426.199951171875,1426.199951171875,1426.199951171875,0
2014-05-02,1439.699951171875,1439.699951171875,1439.699951171875,1439.699951171875,0
2014-05-05,1447.4000244140625,1447.4000244140625,1447.4000244140625,1447.4000244140625,0
2014-05-06,1457.0999755859375,1457.0999755859375,1457.0999755859375,1457.0999755859375,0
2014-05-07,1433.800048828125,1433.800048828125,1433.800048828125,1433.800048828125,0
2014-05-08,1437.0999755859375,1437.0999755859375,1437.0999755859375,1437.0999755859375,0
2014-05-09,1428.9000244140625,1428.9000244140625,1428.9000244140625,1428.9000244140625,0
2014-05-12,1440.9000244140625,1440.9000244140625,1440.9000244140625,1440.9000244140625,0
2014-05-13,1454.699951171875,1454.699951171875,1454.699951171875,1454.699951171875,0
2014-05-14,1484.9000244140625,1484.9000244140625,1484.9000244140625,1484.9000244140625,0
